,Text,Intent
3399,will you set the timer,timer
3400,what is the meaning of realism,definition
3401,what is regard mean,definition
3402,what is the meaning of interorganizational,definition
3403,what is it is all relative mean,definition
3404,what is intercontinental mean,definition
3405,what is the meaning of supercede,definition
3406,what is let it be mean,definition
3407,what is the definition of incomprehensible,definition
3408,what is the meaning of stupendous,definition
3409,what is the definition of intelligent,definition
3410,what is good riddance mean,definition
3411,what is break a leg mean,definition
3412,what is the meaning of hyperactive,definition
3413,what is the definition of valor,definition
3414,what is stupedous meant,definition
3415,find the meaning of qat,definition
3416,what the heck is qat,definition
3417,define qat for me,definition
3418,read me a definition for qat,definition
3419,look up qat please,definition
3420,what might the meaning of altruism be,definition
3421,exactly what does altruism mean,definition
3422,what does altruism mean,definition
3423,what is the definition of altruism,definition
3424,what is the meaning of altruism,definition
3425,affiliate's definition is what,definition
3426,the definition of affiliate is,definition
3427,what's the meaning of affiliate,definition
3428,what's affiliate definition,definition
3429,definition of affiliate is what,definition
3430,whats the definition of poor,definition
3431,"describe the meaning of ""dog",definition
3432,"what does ""money"" mean",definition
3433,tell me what the word die means,definition
3434,what is the definition of succumb,definition
3435,what is the meaning of telepathy,definition
3436,what does tertiary mean,definition
3437,tell me the definition of the word redemption,definition
3438,what is the meaning of the word lux,definition
3439,what is an ataraxy,definition
3440,what does the word ataraxy mean,definition
3441,what does ataraxy mean,definition
3442,use the word ataraxy in a sentence,definition
3443,define ataraxy,definition
3444,what does discretionary mean,definition
3445,define discretionary,definition
3446,i want to know the definition of discretionary,definition
3447,can you give the definition of deiscretionary,definition
3448,let's hear the definition of iridium,definition
3449,what's the definition of analogy,definition
3450,can you tell me the definition of sucrose,definition
3451,definition of anachronism,definition
3452,what's the definition of patriarchy,definition
3453,can you tell me the definition of yttrbium,definition
3454,please share the definition of episcopalian,definition
3455,what does saffron mean,definition
3456,define sonogram,definition
3457,define thoroughbred,definition
3458,what's the meaning of a fortnight,definition
3459,what is an anachronism,definition
3460,what's the meaning of emulsify,definition
3461,tell me what cyst means,definition
3462,what is the definition of flange,definition
3463,tell me what flange means,definition
3464,define flange,definition
3465,flange means what,definition
3466,what is the meaning of flange,definition
3467,"what does ""rescind"" mean",definition
3468,"what is the meaning of word ""rescind",definition
3469,"is ""rescind"" a word of positive connotation",definition
3470,"where i can use word ""rescind",definition
3471,read me the definition of ajar,definition
3472,what does ajar mean,definition
3473,can you show me the dictionary definition of ajar,definition
3474,tell me what monstrosity means,definition
3475,give me the definition of ajar,definition
3476,what is the definition of didactic,definition
3477,i need to know what adumbrate means can you look it up for me now,definition
3478,i want to know what the word discomfit means,definition
3479,find what the word diaphanous mean please,definition
3480,do you know what calumny means  please look it up for me,definition
3481,find out what the word abrogate means for me,definition
3482,tell me what edict means,definition
3483,what does the word abjure mean,definition
3484,can you tell me what dirge means,definition
3485,tell me what the word arboreal means,definition
3486,whats the definition of transmute,definition
3487,what is the meaning of the word slander,definition
3488,what is meant by defense,definition
3489,tell me what the word bounty means,definition
3490,what does deceive mean,definition
3491,define zesty,definition
3492,look up zesty in dictionary,definition
3493,definition of zesty,definition
3494,what is the definition of zesty,definition
3495,what does zesty mean,definition
3496,tell me what alternative means,definition
3497,what does alternative mean,definition
3498,give me the meaning of alternative,definition
3499,tell me the meaning of alternative,definition
3500,does life have meaning,meaning_of_life
3501,is being alive the meaning of life,meaning_of_life
3502,what is the real meaning of life,meaning_of_life
3503,what is the answer to the meaning of life,meaning_of_life
3504,is there really an answer to the meaning of life,meaning_of_life
3505,does life have a meaning,meaning_of_life
3506,who can tell me if there's any meaning to life,meaning_of_life
3507,what makes life have any meaning,meaning_of_life
3508,why do you think we're here,meaning_of_life
3509,what's the answer to existence,meaning_of_life
3510,what's the point of sentience,meaning_of_life
3511,what's the purpose of existence,meaning_of_life
3512,what's the purpose of life,meaning_of_life
3513,what's the point of this dumpster fire known as life,meaning_of_life
3514,what is life's meaning,meaning_of_life
3515,is there a greater purpose in life,meaning_of_life
3516,what is our purpose in life,meaning_of_life
3517,how is life in existence,meaning_of_life
3518,what's lifes meaning,meaning_of_life
3519,what exactly is the meaning of life,meaning_of_life
3520,whats lifes meaning exactly,meaning_of_life
3521,what's the meaning of this life,meaning_of_life
3522,what is the meaning of life here,meaning_of_life
3523,does my life have meaning,meaning_of_life
3524,i wish to know the meaning of life,meaning_of_life
3525,i wanna know the meaning of life,meaning_of_life
3526,i wanna know the point of life,meaning_of_life
3527,i need to know the point of life,meaning_of_life
3528,i must know the point of life,meaning_of_life
3529,tell the meaning of life,meaning_of_life
3530,i gotta know the meaning of life,meaning_of_life
3531,what is your take on the meaning of life,meaning_of_life
3532,tell me what is the purpose of life,meaning_of_life
3533,what meaning does life hold,meaning_of_life
3534,what do you think is the meaning of like,meaning_of_life
3535,how do i find the meaning of life,meaning_of_life
3536,what is the purpose of exsistance,meaning_of_life
3537,what is your version on the meaning of life,meaning_of_life
3538,what is your explanation for the meaning of life,meaning_of_life
3539,what is the purpose of creation,meaning_of_life
